meanfreq,IQR,sfm,mode,meanfun,minfun,maxfun,meandom,mindom,maxdom,label
0.16710528,0.11493533,0.652264978,0.05012934,0.087281373,0.01849711,0.231884058,2.1003125,0.0078125,5.3828125,male
0.18881488,0.123538296,0.333552621,0,0.090938686,0.015701668,0.262295082,0.118719363,0.0078125,0.3984375,male
0.134961588,0.10079058,0.560896369,0.104793944,0.086565344,0.016276704,0.275862069,0.329345703,0.0078125,4.265625,male
0.142010214,0.106569507,0.578405047,0.08396861,0.0885115,0.016666667,0.262295082,0.395148026,0.0078125,4.65625,male
0.141046606,0.109745763,0.567240661,0.101144068,0.078778277,0.017334778,0.271186441,0.10546875,0.0078125,0.140625,male
0.146683933,0.119411765,0.575083782,0.09996732,0.112567705,0.021768707,0.275862069,0.569010417,0.0078125,3.6484375,male
0.134105721,0.095547445,0.572280619,0.0856691,0.093559813,0.015732547,0.271186441,0.239583333,0.0078125,3.3828125,male
0.137295009,0.104249513,0.572291339,0.083508772,0.108234304,0.03960396,0.271186441,0.663802083,0.078125,4.65625,male
0.141913032,0.114505904,0.54365704,0.083356122,0.095088742,0.018390805,0.228571429,0.747983871,0.0078125,4.203125,male
0.139332701,0.107973856,0.556354238,0.101797386,0.10551044,0.021563342,0.271186441,0.265269886,0.0078125,3.7578125,male
0.134991571,0.101041931,0.572082175,0.083964422,0.084462071,0.016064257,0.258064516,0.233705357,0.0078125,3.3203125,male
0.120109581,0.164093023,0.777627361,0,0.105699612,0.015686275,0.25,0.10474537,0.0078125,0.453125,male
0.130000829,0.140223285,0.614026377,0,0.111934436,0.015888779,0.246153846,0.10619213,0.0078125,0.6796875,male
0.122232696,0.115885714,0.724310511,0,0.103553279,0.016771488,0.262295082,0.077008929,0.0078125,0.6328125,male
0.110310689,0.126083263,0.696183623,0,0.092951583,0.01750547,0.275862069,0.074074074,0.0078125,0.34375,male
0.108406689,0.099753593,0.719182718,0,0.1068484,0.022695035,0.275862069,0.09453125,0.0078125,0.8125,male
0.125249217,0.184730942,0.515829835,0,0.102682997,0.016842105,0.275862069,0.0078125,0.0078125,0.0078125,male
0.118448743,0.167531381,0.49297398,0,0.093241236,0.016859852,0.275862069,0.0078125,0.0078125,0.0078125,male
0.13752338,0.130121655,0.544185217,0,0.090139595,0.016427105,0.228571429,0.0078125,0.0078125,0.0078125,male
0.12000782,0.183235294,0.504158848,0,0.078679259,0.016326531,0.266666667,0.0078125,0.0078125,0.0078125,male
0.124189517,0.169601204,0.509976406,0,0.084082999,0.019300362,0.225352113,0.0078125,0.0078125,0.0078125,male
0.134334619,0.143489736,0.581753803,0,0.097809228,0.016546019,0.231884058,0.0078125,0.0078125,0.0078125,male
0.12662555,0.154930448,0.53517008,0,0.089230053,0.016293279,0.275862069,0.0078125,0.0078125,0.0078125,male
0.130311596,0.125523114,0.49997979,0,0.10547396,0.01953602,0.275862069,0.0078125,0.0078125,0.0078125,male
0.131091216,0.144074844,0.529941125,0,0.097032068,0.020915033,0.266666667,0.0078125,0.0078125,0.0078125,male
0.11251649,0.18618999,0.468390074,0,0.075519406,0.016096579,0.262295082,0.0078125,0.0078125,0.0078125,male
0.22438235,0.034809437,0.130448919,0.234900181,0.138001752,0.03187251,0.275862069,0.897865854,0.0078125,5.734375,male
0.221101809,0.033829558,0.12698946,0.250097087,0.116978002,0.025764895,0.262295082,0.457868304,0.2421875,2.03125,male
0.219193733,0.036766414,0.139623559,0.234479678,0.118713194,0.015640274,0.219178082,0.6875,0.2421875,4.7734375,male
0.22018978,0.048823249,0.140360755,0.232110529,0.127353312,0.01849711,0.253968254,0.831473214,0.2421875,4.6640625,male
0.225582198,0.023859263,0.119672877,0.241671248,0.126859663,0.054982818,0.266666667,0.3459375,0.2421875,1.2890625,male
0.223091747,0.021841085,0.117215642,0.23496124,0.125254632,0.045325779,0.258064516,0.410984848,0.21875,2.7734375,male
0.222858593,0.031748452,0.188841151,0.237179609,0.126727961,0.016546019,0.266666667,0.627441406,0.2421875,5.0234375,male
0.225012418,0.035045474,0.129618171,0.23585968,0.121583422,0.019300362,0.271186441,1.095748547,0.2421875,4.828125,male
0.220832089,0.027521785,0.137674822,0.234227954,0.110793747,0.017877095,0.25,0.986037234,0.2421875,6.5859375,male
0.221884893,0.036618005,0.137412173,0.235888078,0.124419922,0.021828104,0.242424242,0.402698864,0.015625,1.3203125,male
0.146479688,0.104042466,0.643325025,0.185904451,0.094742647,0.018890201,0.262295082,0.90625,0.0078125,3.765625,male
0.15039608,0.11415978,0.631099605,0.117438017,0.115597788,0.018058691,0.271186441,0.806295956,0.0234375,4.2890625,male
0.140897429,0.108368201,0.649325974,0.017182706,0.0979793,0.02359882,0.219178082,0.158717105,0.0078125,0.4921875,male
0.143251918,0.107401247,0.639475999,0.097505198,0.118827792,0.049230769,0.275862069,0.293945313,0.0078125,3.859375,male
0.142018091,0.108663446,0.613984505,0.017133655,0.10893172,0.016460905,0.275862069,0.247944079,0.0078125,4.75,male
0.145987971,0.116569387,0.683322604,0.017176891,0.116721308,0.015857284,0.266666667,0.117466518,0.0078125,0.6015625,male
0.14000801,0.11092182,0.673342153,0.091971995,0.118013237,0.015952144,0.275862069,0.121504934,0.0078125,0.6484375,male
0.138607883,0.104421617,0.654942129,0.09504243,0.104231424,0.015794669,0.266666667,0.371651786,0.0078125,3.96875,male
0.143060223,0.103115769,0.583080112,0.09671272,0.098502253,0.016842105,0.262295082,0.479724702,0.0078125,4.8515625,male
0.151400509,0.119369147,0.729505064,0.017111878,0.104354191,0.030245747,0.275862069,0.652901786,0.0078125,4.171875,male
0.166702184,0.120490046,0.539779137,0,0.114927321,0.025,0.275862069,0.444475446,0.0078125,2.046875,male
0.163451395,0.117126304,0.536714563,0,0.108934973,0.018223235,0.222222222,0.52578125,0.0078125,3.6328125,male
0.159683888,0.115332811,0.655374086,0,0.12324008,0.03125,0.253968254,0.569711538,0.0078125,4.6328125,male
0.16678335,0.118575198,0.58029169,0,0.108613476,0.016293279,0.246153846,0.383820565,0.0078125,3.421875,male
0.165367602,0.120472561,0.620250272,0,0.118108982,0.03125,0.262295082,0.523026316,0.0078125,3.515625,male
0.167167998,0.112358029,0.599840377,0,0.108212247,0.020592021,0.258064516,0.560763889,0.0078125,5.4453125,male
0.165822739,0.122578475,0.710751698,0,0.129391732,0.017758047,0.246153846,0.755580357,0.0078125,4.8359375,male
0.169675292,0.11896861,0.530060908,0,0.122059316,0.043360434,0.246153846,0.213541667,0.0078125,0.5390625,male
0.165044969,0.119404407,0.621669653,0,0.102041517,0.026058632,0.23880597,0.435444079,0.0078125,4.7265625,male
0.167060104,0.11637741,0.61963021,0,0.116107582,0.015841584,0.271186441,0.649414063,0.0078125,3.6015625,male
0.169344454,0.114401806,0.584807229,0.135048909,0.113350423,0.020618557,0.225352113,0.447328629,0.078125,3.453125,male
0.161393393,0.094705882,0.66671474,0.175228758,0.115719958,0.018223235,0.23880597,1.0003125,0.0625,6.0546875,male
0.176991992,0.100788955,0.449682751,0.139171598,0.136280508,0.017563117,0.23880597,0.168526786,0.0078125,0.3046875,male
0.171409391,0.107968442,0.470956661,0.140276134,0.129018187,0.016145308,0.271186441,0.448601974,0.0078125,5.421875,male
0.075700986,0.136663489,0.411128477,0.000800763,0.106944051,0.016194332,0.262295082,0.105872845,0.0078125,1.484375,male
0.048254075,0.050039714,0.300591895,0.060047657,0.100127496,0.016718913,0.275862069,0.183363971,0.0078125,4.8828125,male
0.059645487,0.067579787,0.418733128,0.001303191,0.104004298,0.015779093,0.266666667,0.246760671,0.0078125,5.0703125,male
0.0974639,0.150543375,0.533373241,0.060057197,0.089682102,0.01621074,0.275862069,0.292295259,0.0078125,5.0546875,male
0.062182312,0.115677966,0.329569856,0.000889831,0.099776155,0.017112299,0.258064516,0.095552885,0.0078125,1.4140625,male
0.080571283,0.142966102,0.438149432,0.000889831,0.092097775,0.015748031,0.25,0.030949519,0.0078125,0.328125,male
0.079368866,0.141530698,0.450204576,0.001412952,0.095733413,0.016194332,0.25,0.232717803,0.0078125,6.3203125,male
0.084806545,0.145166052,0.488359145,0.000774908,0.094070741,0.016260163,0.25,0.233072917,0.0078125,3.203125,male
0.213732372,0.116283059,0.084934364,0.248977841,0.133667303,0.028318584,0.253968254,0.818125,0.1328125,4.1640625,male
0.199320526,0.105825771,0.089739565,0.275299456,0.134526931,0.015763547,0.205128205,1.1734375,0.0078125,5.34375,male
0.198693672,0.08033712,0.102731575,0.164880909,0.147039824,0.055944056,0.25,0.818164063,0.0078125,5.5078125,male
0.201900172,0.094306682,0.105182709,0.154438007,0.149085989,0.018957346,0.253968254,0.971494932,0.1640625,5.546875,male
0.203616686,0.101949391,0.094455102,0.258481724,0.14223686,0.030131827,0.25,1.185388514,0.0078125,5.4921875,male
0.20963196,0.087641734,0.096346576,0.277598857,0.141019807,0.024205749,0.242424242,0.462357955,0.0078125,3.390625,male
0.208580698,0.048161656,0.080963443,0.222040414,0.172846703,0.019950125,0.262295082,0.555921053,0.21875,3.84375,male
0.195322903,0.08503864,0.241944707,0,0.123181451,0.016666667,0.271186441,0.241210938,0.0078125,0.578125,male
0.19320469,0.091355932,0.226079366,0,0.129796719,0.04494382,0.235294118,0.407738095,0.0078125,2.90625,male
0.199662153,0.119335106,0.194141133,0,0.113574337,0.034632035,0.266666667,0.253125,0.0078125,0.5390625,male
0.196417513,0.110029326,0.184080579,0,0.132980469,0.03125,0.246153846,0.249495968,0.0078125,0.5546875,male
0.20639286,0.062271644,0.181529491,0,0.114972379,0.027923211,0.25,0.251674107,0.0078125,0.4375,male
0.197425728,0.085414681,0.17896293,0,0.136302006,0.043835616,0.271186441,0.283967391,0.0078125,0.578125,male
0.205080371,0.09996732,0.1787776,0,0.116404726,0.017957351,0.266666667,0.357291667,0.0078125,3.5859375,male
0.16138577,0.106704871,0.482137598,0.10730659,0.114009542,0.042735043,0.27027027,0.551535866,0.004882813,0.7421875,male
0.154383414,0.102245989,0.468228342,0.100748663,0.103079486,0.034482759,0.27027027,0.48781622,0.004882813,0.776367188,male
0.152650891,0.103345836,0.507183416,0.101245311,0.093289736,0.04784689,0.15625,0.44921875,0.078125,0.64453125,male
0.15660551,0.104266874,0.466106095,0.10231187,0.101872414,0.013020833,0.23255814,0.552423651,0.092773438,0.7421875,male
0.157601085,0.103062545,0.549759402,0.200086269,0.109530652,0.014204545,0.243902439,1.152980639,0.458984375,3.969726563,male
0.15701328,0.103136095,0.520469384,0.103136095,0.098984086,0.033670034,0.222222222,1.016438802,0.107421875,3.266601563,male
0.155076464,0.100825206,0.542239113,0.099354839,0.102147539,0.015625,0.277777778,1.064675071,0.092773438,3.159179688,male
0.154977717,0.10278481,0.527570745,0.103827252,0.105191975,0.034246575,0.263157895,1.205124628,0.107421875,3.247070313,male
0.15321848,0.101507997,0.480388647,0.200456969,0.097749411,0.036101083,0.212765957,0.692894345,0.205078125,3.916015625,male
0.152132514,0.102209217,0.520397681,0.096678859,0.090285382,0.046511628,0.113636364,0.52657278,0.078125,0.727539063,male
0.154433826,0.103431221,0.459831332,0.099536321,0.094672745,0.014204545,0.103092784,0.524773849,0.205078125,0.708007813,male
0.156930643,0.105796662,0.479164091,0.095811836,0.097638658,0.037037037,0.108695652,0.458519345,0.09765625,0.698242188,male
0.158180584,0.103587444,0.479235893,0.102331839,0.10542532,0.025575448,0.243902439,0.618489583,0.102539063,3.88671875,male
0.153900317,0.105025792,0.537051055,0.198084009,0.102589866,0.026525199,0.27027027,0.633480674,0.092773438,2.875976563,male
0.153904875,0.10278751,0.506675182,0.098309216,0.105293312,0.033898305,0.238095238,0.73187934,0.09765625,3.544921875,male
0.154345078,0.104452718,0.524902077,0.103827252,0.100617265,0.049751244,0.277777778,0.735762747,0.107421875,3.569335938,male
0.160862182,0.104167832,0.424227915,0.103384615,0.109945814,0.1,0.277777778,0.366675967,0.107421875,0.649414063,male
0.158373857,0.104606152,0.510424333,0.102925731,0.109042648,0.01984127,0.256410256,0.455433239,0.078125,0.747070313,male
0.154637161,0.101779141,0.471312252,0.197116564,0.102157537,0.084033613,0.181818182,0.413876488,0.09765625,0.610351563,male
0.158008678,0.10694902,0.477634277,0.103435294,0.103889887,0.05,0.243902439,0.544433594,0.102539063,0.7421875,male
0.158993749,0.1045625,0.483817865,0.20715625,0.110349557,0.011160714,0.27027027,0.415039063,0.09765625,0.756835938,male
0.166103114,0.10669746,0.47335547,0.096135489,0.097767958,0.01953125,0.263157895,0.369140625,0.112304688,0.600585938,male
0.162390897,0.10712856,0.470657879,0.104326405,0.105013553,0.049751244,0.27027027,0.322779605,0.004882813,0.610351563,male
0.164086018,0.10705314,0.427439731,0.103574879,0.111861049,0.051546392,0.27027027,0.321044922,0.107421875,0.6640625,male
0.158466257,0.105188607,0.509724642,0.101308699,0.091152277,0.01953125,0.196078431,0.472861842,0.01953125,0.703125,male
0.161176008,0.104752941,0.446516824,0.200501961,0.101788259,0.01953125,0.204081633,0.327370384,0.092773438,0.64453125,male
0.158300109,0.105378671,0.489085678,0.101916538,0.088531087,0.034246575,0.14084507,0.504985609,0.107421875,0.712890625,male
0.152752795,0.103673469,0.494613001,0.103469388,0.097181305,0.035087719,0.114942529,0.609188988,0.004882813,2.724609375,male
0.147733874,0.102505626,0.531077311,0.092843211,0.100199952,0.01953125,0.204081633,0.628773082,0.043945313,3.359375,male
0.145859237,0.102715679,0.594270311,0.092003001,0.108183381,0.02016129,0.277777778,0.353422619,0.073242188,0.747070313,male
0.149611775,0.103282209,0.538131084,0.102208589,0.099571374,0.026041667,0.277777778,0.495990954,0.004882813,3.4765625,male
0.1554347,0.103886926,0.525020709,0.102897527,0.108236746,0.016638935,0.222222222,1.054199219,0.112304688,3.955078125,male
0.159621374,0.106647357,0.517627864,0.102795076,0.093788413,0.032679739,0.243902439,0.58547247,0.004882813,3.959960938,male
0.158040154,0.103068783,0.49301325,0.100952381,0.103934142,0.034013605,0.166666667,0.646306818,0.092773438,3.828125,male
0.16050064,0.105327103,0.512158688,0.103146417,0.112261708,0.032051282,0.277777778,0.987881747,0.004882813,3.999023438,male
0.158272151,0.104678445,0.482941005,0.107250883,0.112816706,0.0390625,0.277777778,1.016322545,0.112304688,3.999023438,male
0.155595181,0.101524249,0.526394941,0.099584296,0.115249114,0.01953125,0.256410256,0.758231027,0.092773438,3.959960938,male
0.150899012,0.103643014,0.510190345,0.095654718,0.101953312,0.051546392,0.204081633,0.809616815,0.09765625,3.940429688,male
0.151836487,0.1019375,0.480162406,0.10478125,0.100367618,0.01953125,0.25,0.975896662,0.107421875,3.959960938,male
0.155364484,0.103201787,0.512342418,0.098615041,0.104481337,0.048543689,0.256410256,0.471075149,0.083007813,0.737304688,male
0.159510792,0.104729521,0.464995169,0.104080371,0.108776633,0.049751244,0.256410256,0.21530878,0.004882813,0.610351563,male
0.154189575,0.108340675,0.496190117,0.093950073,0.097873823,0.014204545,0.2,0.273204985,0.004882813,0.668945313,male
0.156321176,0.106305779,0.498741822,0.206261887,0.097571882,0.01953125,0.277777778,0.551757813,0.014648438,2.96875,male
0.153381753,0.11350486,0.735317018,0.093493425,0.097219881,0.019253911,0.155339806,0.33140121,0.03125,0.6953125,male
0.146756905,0.11337766,0.784796379,0.10481383,0.107671862,0.017003188,0.2,0.3171875,0.0390625,0.6640625,male
0.162613804,0.116679494,0.741819925,0.216272677,0.109029556,0.016477858,0.271186441,0.314924569,0.0078125,0.890625,male
0.152234573,0.11649635,0.804982405,0.134549878,0.111296787,0.019253911,0.222222222,0.706088362,0.0390625,4.1953125,male
0.165155638,0.115080906,0.738275601,0.133505933,0.120490662,0.017917133,0.253968254,0.310677083,0.0078125,0.6796875,male
0.167755663,0.114757744,0.69390462,0.202382844,0.107117011,0.018867925,0.2,0.69828869,0.0390625,4.109375,male
0.155535432,0.113191489,0.753935837,0.20106383,0.118677924,0.045070423,0.23880597,0.398763021,0.0078125,1.171875,male
0.145720764,0.166230248,0.46090306,0.000842739,0.111859289,0.016227181,0.219178082,0.197916667,0.0078125,0.6171875,male
0.139583068,0.120540111,0.755739899,0.115202542,0.09600225,0.027350427,0.168421053,0.203683036,0.0234375,0.578125,male
0.14513266,0.131676829,0.787453401,0.114603659,0.115785087,0.017563117,0.266666667,0.682291667,0.0078125,6.234375,male
0.119621592,0.160664894,0.704673028,0.106117021,0.103755729,0.016666667,0.266666667,0.689732143,0.0078125,6.8671875,male
0.133157631,0.12780083,0.718137746,0.112051637,0.119184839,0.021220159,0.262295082,0.348357372,0.0078125,4.796875,male
0.126735084,0.156461704,0.722670692,0.009212513,0.116695535,0.016666667,0.271186441,0.640869141,0.0078125,6.4765625,male
0.127124646,0.14370744,0.765033514,0.10086591,0.116054338,0.016276704,0.275862069,0.538335756,0.0078125,5.5,male
0.132854631,0.150974448,0.737072448,0.005578172,0.103768925,0.016563147,0.271186441,0.354352679,0.0078125,5.6171875,male
0.188716431,0.117538462,0.522559672,0.265538462,0.121784101,0.022955524,0.235294118,0.4575,0.125,3.6015625,male
0.181494959,0.115979203,0.607602176,0.245060659,0.120164608,0.040100251,0.216216216,0.598144531,0.0390625,3.6328125,male
0.192275378,0.111539365,0.461750894,0.244465335,0.11454387,0.016614746,0.210526316,0.518682065,0.03125,4.1640625,male
0.203082756,0.112857143,0.320576573,0.246428571,0.108870604,0.023426061,0.155339806,0.4375,0.21875,0.734375,male
0.166857556,0.116426117,0.624362775,0.216013746,0.095245529,0.016563147,0.142857143,0.310546875,0.15625,0.734375,male
0.187391061,0.110116429,0.464030971,0.232548512,0.098694157,0.027972028,0.14159292,0.324404762,0.1640625,0.59375,male
0.1940882,0.119196787,0.364435238,0.249638554,0.109249551,0.036781609,0.231884058,0.495793269,0.1171875,2.1640625,male
0.185908157,0.108855932,0.52162416,0.260127119,0.113069508,0.020434227,0.195121951,0.696514423,0.140625,5.4140625,male
0.178027567,0.115384615,0.637707592,0.251794872,0.1161128,0.020100503,0.275862069,0.983854167,0.03125,5.109375,male
0.187952069,0.113031161,0.582426463,0.243909348,0.111374855,0.019704433,0.181818182,0.519736842,0.0625,2.84375,male
0.191695426,0.100542797,0.394776505,0.211022965,0.112743575,0.060606061,0.146788991,1.315504808,0.21875,4.59375,male
0.18974898,0.12173913,0.521869128,0.252700922,0.116147375,0.02406015,0.231884058,0.752232143,0.140625,3.640625,male
0.188408356,0.118501873,0.556295273,0.250636704,0.111736197,0.016376663,0.231884058,0.803267045,0.171875,5.4140625,male
0.182219021,0.096230599,0.547923727,0.223503326,0.112381362,0.07239819,0.166666667,0.6328125,0.1328125,4.234375,male
0.187054737,0.110163934,0.551246035,0.23147541,0.110858003,0.018779343,0.275862069,0.808423913,0.1328125,5.28125,male
0.176775396,0.105045278,0.667932481,0.215886158,0.113349222,0.016824395,0.231884058,0.790178571,0.0859375,4.875,male
0.153610337,0.143076923,0.683196815,0.115384615,0.115409809,0.041884817,0.140350877,0.28046875,0.125,0.5625,male
0.187299265,0.116307692,0.48592817,0.1344,0.120015544,0.040712468,0.235294118,1.069010417,0.140625,5.7734375,male
0.157271986,0.123241252,0.766334259,0.225856354,0.105101662,0.023289665,0.195121951,0.339583333,0.1484375,0.7265625,male
0.183141691,0.117313433,0.623388325,0.255223881,0.115888707,0.019207683,0.271186441,0.695913462,0.1328125,4.4609375,male
0.201387416,0.11046875,0.299670436,0.24390625,0.105155606,0.016048144,0.136752137,0.565290179,0.171875,2.7734375,male
0.186237863,0.101771218,0.479050089,0.227822878,0.111048831,0.016614746,0.275862069,0.35,0.1171875,2.6640625,male
0.194414169,0.114878269,0.482685227,0.248692516,0.118455516,0.023391813,0.25,0.63984375,0.1015625,6.6015625,male
0.187114496,0.117369863,0.545495782,0.245223744,0.1110752,0.016967126,0.216216216,0.423958333,0.0078125,3.7578125,male
0.180909867,0.095128205,0.554799008,0.222115385,0.115974585,0.03712297,0.235294118,0.981158088,0.1015625,6.6875,male
0.18857533,0.106102362,0.494914602,0.241141732,0.119043017,0.053872054,0.168421053,0.689453125,0.140625,4.359375,male
0.192898668,0.104932039,0.414582314,0.244932039,0.119633074,0.019777503,0.266666667,0.921875,0.0078125,4.8671875,male
0.190970366,0.105494028,0.422316121,0.215548317,0.113397788,0.038004751,0.186046512,0.7278125,0.0078125,5.6171875,male
0.187092861,0.100489396,0.531704419,0.224274062,0.101645708,0.026578073,0.158415842,1.056066176,0.1484375,5.078125,male
0.181902624,0.110446321,0.524516801,0.255681544,0.120294222,0.041994751,0.228571429,0.558763587,0.0078125,4.328125,male
0.160362608,0.125602837,0.773891916,0.217198582,0.114170156,0.023188406,0.275862069,0.686491935,0.0234375,4.3515625,male
0.190526305,0.109039914,0.475607511,0.239525351,0.112360438,0.021276596,0.266666667,0.9603125,0.140625,4.890625,male
0.183018208,0.103897316,0.500404774,0.14571762,0.116028443,0.039702233,0.213333333,0.520380435,0.0078125,3.2734375,male
0.190442984,0.110545455,0.453016062,0.137454545,0.120208406,0.019950125,0.23880597,0.759672619,0.1328125,4.515625,male
0.195946841,0.118734177,0.461691128,0.235341772,0.119255218,0.02919708,0.210526316,0.509672619,0.125,4.109375,male
0.194610652,0.118072289,0.385325386,0.248105148,0.112888871,0.038277512,0.144144144,0.7353125,0.125,5.4296875,male
0.193604701,0.115979203,0.428106295,0.228076256,0.126094232,0.041343669,0.271186441,0.796875,0.0078125,4.515625,male
0.186411124,0.100769231,0.501477409,0.230384615,0.121836104,0.022408964,0.231884058,0.80546875,0.1484375,3.8046875,male
0.193800839,0.109778296,0.409356463,0.244060677,0.110041639,0.026101142,0.166666667,0.765964674,0.1640625,6.9375,male
0.167281421,0.123079292,0.702348528,0.220939184,0.111157283,0.01871345,0.222222222,1.095269097,0.0234375,5.8515625,male
0.188100334,0.098976744,0.398673607,0.222697674,0.108469864,0.021304927,0.145454545,0.493229167,0.125,4.734375,male
